,districtcode,schoolyear,districtname,8th_math_percentmet,attendance,teacher_min_effective_percentage,Estimate Median household income in the past 12 months (in 2018 inflation-adjusted dollars),fundbalanceas%ofexpenditure,"Estimate Total Living in household with Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months"
631,50140,2016-2017,L'Anse Creuse Public Schools,37.05,93.53,0.0,65563,5.7,3320
632,50140,2017-2018,L'Anse Creuse Public Schools,39.275,94.02,0.0,65563,4.35,3320
633,50140,2018-2019,L'Anse Creuse Public Schools,42.925,92.79,0.49,65563,4.55,3320
634,50140,2020-2021,L'Anse Creuse Public Schools,33.975,95.10,0.0,65563,10.52,3320
635,50160,2015-2016,Mount Clemens Community School District,5.0,92.18,5.97,43511,-14.58,2072
636,50160,2016-2017,Mount Clemens Community School District,5.0,91.58,7.69,43511,-5.55,2072
637,50160,2017-2018,Mount Clemens Community School District,5.0,89.77,9.23,43511,-0.98,2072
638,50160,2018-2019,Mount Clemens Community School District,5.0,89.74,0.0,43511,6.24,2072
639,50160,2020-2021,Mount Clemens Community School District,8.1,73.56,0.0,43511,8.47,2072
640,50170,2015-2016,New Haven Community Schools,22.3,94.99,7.89,70667,-0.55,629
641,50170,2016-2017,New Haven Community Schools,18.5,93.91,12.16,70667,0.19,629
642,50170,2017-2018,New Haven Community Schools,8.0,92.98,6.85,70667,0.24,629
643,50170,2018-2019,New Haven Community Schools,30.1,93.42,3.61,70667,1.67,629
644,50170,2020-2021,New Haven Community Schools,17.9,93.53,0.0,70667,8.16,629
645,50180,2015-2016,Richmond Community Schools,38.7,97.16,4.76,69708,7.65,475
646,50180,2016-2017,Richmond Community Schools,35.1,96.63,2.47,69708,6.33,475
647,50180,2017-2018,Richmond Community Schools,19.6,94.98,0.0,69708,5.68,475
648,50180,2018-2019,Richmond Community Schools,31.1,93.93,0.0,69708,5.97,475
649,50180,2020-2021,Richmond Community Schools,33.6,94.85,0.0,69708,7.92,475
650,50190,2015-2016,Romeo Community Schools,32.4,95.22,1.01,86409,7.2,856
651,50190,2016-2017,Romeo Community Schools,32.8,94.71,0.33,86409,9.31,856
652,50190,2017-2018,Romeo Community Schools,39.2,94.29,0.0,86409,10.14,856
653,50190,2018-2019,Romeo Community Schools,49.45,94.42,0.0,86409,11.69,856
654,50190,2020-2021,Romeo Community Schools,44.1,94.95,0.0,86409,13.31,856
655,50200,2015-2016,South Lake Schools,18.1,94.42,2.33,56250,-6.4,828
656,50200,2016-2017,South Lake Schools,13.8,93.88,1.59,56250,-6.66,828
657,50200,2017-2018,South Lake Schools,10.2,91.97,0.0,56250,-6.62,828
658,50200,2018-2019,South Lake Schools,14.5,92.38,0.0,56250,-8.78,828
659,50200,2020-2021,South Lake Schools,8.8,91.59,0.0,56250,1.19,828
660,50220,2015-2016,Van Dyke Public Schools,10.6,91.98,12.5,33412,11.57,3021
661,50220,2016-2017,Van Dyke Public Schools,7.8,94.36,2.92,33412,13.62,3021
662,50220,2017-2018,Van Dyke Public Schools,5.6,89.67,2.44,33412,12.54,3021
663,50220,2018-2019,Van Dyke Public Schools,9.2,89.62,0.64,33412,17.29,3021
664,50220,2020-2021,Van Dyke Public Schools,6.3,94.12,0.0,33412,22.92,3021
665,50230,2015-2016,Warren Consolidated Schools,36.42,96.02,0.0,56972,3.7,7382
666,50230,2016-2017,Warren Consolidated Schools,33.760000000000005,96.04,0.0,56972,6.06,7382
667,50230,2017-2018,Warren Consolidated Schools,33.54,93.99,0.13,56972,5.13,7382
668,50230,2018-2019,Warren Consolidated Schools,42.620000000000005,91.97,0.13,56972,6.32,7382
669,50230,2020-2021,Warren Consolidated Schools,27.82,95.76,0.0,56972,7.76,7382
670,50240,2015-2016,Warren Woods Public Schools,21.0,93.71,1.04,52737,26.0,1041
671,50240,2016-2017,Warren Woods Public Schools,25.2,93.63,1.02,52737,27.13,1041
672,50240,2017-2018,Warren Woods Public Schools,22.5,92.54,2.67,52737,27.18,1041
673,50240,2018-2019,Warren Woods Public Schools,39.0,92.16,3.83,52737,27.77,1041
674,50240,2020-2021,Warren Woods Public Schools,22.8,94.01,0.0,52737,29.05,1041
675,5040,2015-2016,Bellaire Public Schools,50.0,95.08,0.0,51886,20.49,97
676,5040,2016-2017,Bellaire Public Schools,52.2,95.18,0.0,51886,27.7,97
677,5040,2017-2018,Bellaire Public Schools,47.1,93.57,0.0,51886,34.25,97
678,5040,2018-2019,Bellaire Public Schools,63.6,93.30,0.0,51886,38.31,97
679,5040,2020-2021,Bellaire Public Schools,38.1,92.97,2.08,51886,39.29,97
680,5060,2015-2016,Elk Rapids Schools,47.4,95.99,0.0,70410,8.94,369
681,5060,2016-2017,Elk Rapids Schools,46.3,96.23,0.0,70410,8.89,369
682,5060,2017-2018,Elk Rapids Schools,42.9,95.25,1.35,70410,9.12,369
683,5060,2018-2019,Elk Rapids Schools,58.2,94.24,0.0,70410,7.89,369
684,5060,2020-2021,Elk Rapids Schools,52.2,94.24,0.0,70410,11.45,369
685,5070,2015-2016,Mancelona Public Schools,21.5,95.24,6.45,43320,19.9,476
686,5070,2016-2017,Mancelona Public Schools,32.2,94.91,3.23,43320,20.54,476
687,5070,2017-2018,Mancelona Public Schools,31.8,93.03,3.39,43320,21.31,476
688,5070,2018-2019,Mancelona Public Schools,44.4,93.70,1.59,43320,22.46,476
689,5070,2020-2021,Mancelona Public Schools,54.7,91.40,3.7,43320,28.35,476
690,51045,2015-2016,Kaleva Norman Dickson School District,25.0,93.18,2.7,42192,32.27,192
691,51045,2016-2017,Kaleva Norman Dickson School District,31.3,92.36,0.0,42192,27.55,192
692,51045,2017-2018,Kaleva Norman Dickson School District,10.0,83.31,4.65,42192,25.87,192
693,51045,2018-2019,Kaleva Norman Dickson School District,26.7,92.59,0.0,42192,27.05,192
694,51045,2020-2021,Kaleva Norman Dickson School District,33.3,90.48,0.0,42192,34.61,192
695,52040,2015-2016,Gwinn Area Community Schools,2.5,92.37,0.0,52485,2.49,846
696,52040,2016-2017,Gwinn Area Community Schools,23.7,93.83,2.7,52485,-3.72,846
697,52040,2017-2018,Gwinn Area Community Schools,19.0,91.08,1.43,52485,-2.22,846
698,52040,2018-2019,Gwinn Area Community Schools,35.5,91.74,1.37,52485,0.91,846
699,52040,2020-2021,Gwinn Area Community Schools,15.7,87.88,0.0,52485,11.71,846
700,52090,2015-2016,Negaunee Public Schools,26.8,95.63,0.0,55357,16.3,271
701,52090,2016-2017,Negaunee Public Schools,28.4,94.83,0.0,55357,16.3,271
702,52090,2017-2018,Negaunee Public Schools,33.7,95.59,0.0,55357,21.17,271
703,52090,2018-2019,Negaunee Public Schools,56.5,95.53,0.0,55357,27.39,271
704,52090,2020-2021,Negaunee Public Schools,45.4,92.79,0.0,55357,29.73,271
705,52170,2015-2016,Marquette Area Public Schools,33.9,93.76,1.0,48490,24.71,724
706,52170,2016-2017,Marquette Area Public Schools,36.2,93.77,1.49,48490,20.64,724
707,52170,2017-2018,Marquette Area Public Schools,25.5,93.01,0.0,48490,22.25,724
708,52170,2018-2019,Marquette Area Public Schools,57.3,92.97,0.3,48490,23.23,724
709,52170,2020-2021,Marquette Area Public Schools,51.3,97.73,0.43,48490,32.58,724
710,53040,2015-2016,Ludington Area School District,43.0,95.95,0.75,50599,8.28,870
711,53040,2016-2017,Ludington Area School District,36.4,95.92,0.0,50599,7.89,870
712,53040,2017-2018,Ludington Area School District,38.4,94.59,0.0,50599,7.22,870
713,53040,2018-2019,Ludington Area School District,42.4,94.72,0.0,50599,7.14,870
714,53040,2020-2021,Ludington Area School District,47.3,90.74,0.0,50599,6.77,870
715,54010,2015-2016,Big Rapids Public Schools,15.4,95.98,3.81,39300,13.7,1102
716,54010,2016-2017,Big Rapids Public Schools,28.7,94.99,5.45,39300,16.36,1102
717,54010,2017-2018,Big Rapids Public Schools,20.3,94.69,2.7,39300,17.26,1102
718,54010,2018-2019,Big Rapids Public Schools,41.9,94.22,1.8,39300,19.52,1102
719,54010,2020-2021,Big Rapids Public Schools,30.7,93.06,0.0,39300,17.79,1102
720,54040,2015-2016,Morley Stanwood Community Schools,5.7,94.42,0.0,45517,12.5,681
721,54040,2016-2017,Morley Stanwood Community Schools,14.1,93.75,0.0,45517,16.43,681
722,54040,2017-2018,Morley Stanwood Community Schools,9.6,93.55,1.35,45517,16.12,681
723,54040,2018-2019,Morley Stanwood Community Schools,12.2,93.07,0.0,45517,17.39,681
724,54040,2020-2021,Morley Stanwood Community Schools,34.1,89.96,0.0,45517,20.94,681
725,56010,2015-2016,Midland Public Schools,45.05,96.76,0.0,62093,12.55,1799
726,56010,2016-2017,Midland Public Schools,52.5,96.43,1.24,62093,18.44,1799
727,56010,2017-2018,Midland Public Schools,55.8,96.20,0.0,62093,24.24,1799
728,56010,2018-2019,Midland Public Schools,66.25,96.25,0.0,62093,29.17,1799
729,56010,2020-2021,Midland Public Schools,51.7,95.36,0.84,62093,33.45,1799
730,56020,2015-2016,Bullock Creek School District,39.4,96.24,0.0,58547,9.57,552
731,56020,2016-2017,Bullock Creek School District,35.0,96.00,0.0,58547,9.19,552
732,56020,2017-2018,Bullock Creek School District,43.2,95.79,0.0,58547,9.06,552
733,56020,2018-2019,Bullock Creek School District,57.4,95.86,0.0,58547,8.48,552
734,56020,2020-2021,Bullock Creek School District,37.5,98.20,0.0,58547,12.65,552
735,57020,2015-2016,Lake City Area School District,38.6,94.07,1.59,42841,13.37,636
736,57020,2016-2017,Lake City Area School District,30.0,93.26,1.47,42841,13.5,636
737,57020,2017-2018,Lake City Area School District,20.0,92.39,1.39,42841,14.55,636
738,57020,2018-2019,Lake City Area School District,33.3,91.55,0.0,42841,11.22,636
739,57020,2020-2021,Lake City Area School District,33.8,87.26,0.0,42841,14.52,636
740,58010,2015-2016,Monroe Public Schools,22.5,94.12,0.32,51473,11.38,3474
741,58010,2016-2017,Monroe Public Schools,20.5,93.72,0.67,51473,10.54,3474
742,58010,2017-2018,Monroe Public Schools,22.5,92.75,0.34,51473,12.7,3474
743,58010,2018-2019,Monroe Public Schools,25.2,92.54,0.0,51473,14.7,3474
744,58010,2020-2021,Monroe Public Schools,42.4,89.64,0.0,51473,25.34,3474
745,58050,2015-2016,Dundee Community Schools,32.5,95.16,0.0,61652,24.2,391
746,58050,2016-2017,Dundee Community Schools,23.6,95.66,4.44,61652,23.82,391
747,58050,2017-2018,Dundee Community Schools,40.9,95.33,0.0,61652,21.21,391
748,58050,2018-2019,Dundee Community Schools,59.8,95.57,0.0,61652,16.81,391
749,58050,2020-2021,Dundee Community Schools,36.7,98.51,0.0,61652,15.51,391
750,58070,2015-2016,Ida Public School District,37.5,95.03,0.0,84536,30.09,160
751,58070,2016-2017,Ida Public School District,29.7,98.18,0.0,84536,27.45,160
752,58070,2017-2018,Ida Public School District,37.4,95.95,0.0,84536,31.19,160
753,58070,2018-2019,Ida Public School District,56.2,94.46,0.0,84536,31.98,160
754,58070,2020-2021,Ida Public School District,34.6,95.52,1.19,84536,26.11,160
755,59070,2015-2016,Greenville Public Schools,29.5,95.27,0.45,49613,5.7,1256
756,59070,2016-2017,Greenville Public Schools,34.1,95.54,1.86,49613,6.56,1256
757,59070,2017-2018,Greenville Public Schools,37.1,95.09,2.36,49613,7.31,1256
758,59070,2018-2019,Greenville Public Schools,40.9,94.64,2.97,49613,8.21,1256
759,59070,2020-2021,Greenville Public Schools,30.6,92.49,2.59,49613,11.55,1256
760,59080,2015-2016,Tri County Area Schools,26.3,94.94,0.0,55319,12.74,571
761,59080,2016-2017,Tri County Area Schools,21.7,94.15,0.0,55319,11.56,571
762,59080,2017-2018,Tri County Area Schools,36.0,93.69,0.85,55319,12.54,571
763,59080,2018-2019,Tri County Area Schools,32.9,93.89,0.0,55319,14.52,571
764,59080,2020-2021,Tri County Area Schools,19.6,94.15,0.0,55319,17.61,571
765,59125,2015-2016,Central Montcalm Public Schools,30.6,93.14,0.0,48259,19.31,718
766,59125,2016-2017,Central Montcalm Public Schools,25.8,95.40,0.0,48259,20.65,718
767,59125,2017-2018,Central Montcalm Public Schools,34.9,93.65,1.01,48259,21.82,718
768,59125,2018-2019,Central Montcalm Public Schools,27.2,94.03,2.04,48259,21.39,718
769,59125,2020-2021,Central Montcalm Public Schools,23.1,92.17,0.0,48259,29.23,718
770,6020,2015-2016,Au Gres-Sims School District,10.0,95.97,0.0,39715,25.98,135
771,6020,2016-2017,Au Gres-Sims School District,20.7,94.91,5.41,39715,27.79,135
772,6020,2017-2018,Au Gres-Sims School District,10.0,94.10,0.0,39715,31.11,135
773,6020,2018-2019,Au Gres-Sims School District,22.6,94.49,14.63,39715,30.62,135
774,6020,2020-2021,Au Gres-Sims School District,10.0,75.05,0.0,39715,33.79,135
775,61060,2015-2016,Mona Shores Public School District,36.3,95.47,0.49,61948,9.24,1027
776,61060,2016-2017,Mona Shores Public School District,41.2,93.71,0.49,61948,7.47,1027
777,61060,2017-2018,Mona Shores Public School District,35.6,93.72,0.0,61948,8.96,1027
778,61060,2018-2019,Mona Shores Public School District,44.7,94.18,0.0,61948,9.51,1027
779,61060,2020-2021,Mona Shores Public School District,32.9,96.92,0.52,61948,13.56,1027
780,61065,2015-2016,Oakridge Public Schools,25.3,94.22,0.0,48838,11.26,820
781,61065,2016-2017,Oakridge Public Schools,40.6,94.08,0.75,48838,9.94,820
782,61065,2017-2018,Oakridge Public Schools,26.8,93.00,0.69,48838,9.79,820
783,61065,2018-2019,Oakridge Public Schools,31.6,93.21,1.88,48838,11.16,820
784,61065,2020-2021,Oakridge Public Schools,7.3,96.80,0.0,48838,15.56,820
785,61080,2015-2016,Fruitport Community Schools,27.0,94.11,0.0,57302,8.54,870
786,61080,2016-2017,Fruitport Community Schools,31.6,95.12,3.68,57302,8.92,870
787,61080,2017-2018,Fruitport Community Schools,18.4,92.81,6.06,57302,9.15,870
788,61080,2018-2019,Fruitport Community Schools,39.5,93.78,3.68,57302,9.5,870
789,61080,2020-2021,Fruitport Community Schools,31.8,86.11,0.63,57302,14.49,870
790,61120,2015-2016,Holton Public Schools,22.0,94.94,0.0,50375,7.79,511
791,61120,2016-2017,Holton Public Schools,23.0,95.57,0.0,50375,7.78,511
792,61120,2017-2018,Holton Public Schools,23.0,94.64,0.0,50375,9.48,511
793,61120,2018-2019,Holton Public Schools,27.8,94.78,1.69,50375,10.41,511
794,61120,2020-2021,Holton Public Schools,18.4,95.45,0.0,50375,17.13,511
795,61180,2015-2016,Montague Area Public Schools,38.1,94.90,0.0,57024,3.96,439
796,61180,2016-2017,Montague Area Public Schools,48.7,94.08,0.0,57024,6.53,439
797,61180,2017-2018,Montague Area Public Schools,40.2,92.39,0.0,57024,10.51,439
798,61180,2018-2019,Montague Area Public Schools,41.9,90.00,0.0,57024,12.03,439
799,61180,2020-2021,Montague Area Public Schools,35.9,93.23,1.77,57024,13.84,439
800,61190,2015-2016,Orchard View Schools,13.3,89.40,0.0,43714,6.33,1289
801,61190,2016-2017,Orchard View Schools,10.5,82.06,0.0,43714,6.21,1289
802,61190,2017-2018,Orchard View Schools,10.2,78.85,0.67,43714,6.23,1289
803,61190,2018-2019,Orchard View Schools,19.1,87.96,2.07,43714,8.28,1289
804,61190,2020-2021,Orchard View Schools,5.5,72.76,1.39,43714,17.06,1289
805,61210,2015-2016,Ravenna Public Schools,33.3,95.47,0.0,58545,6.51,285
806,61210,2016-2017,Ravenna Public Schools,22.9,95.49,0.0,58545,4.09,285
807,61210,2017-2018,Ravenna Public Schools,26.9,92.34,0.0,58545,6.67,285
808,61210,2018-2019,Ravenna Public Schools,55.3,91.21,0.0,58545,6.98,285
809,61210,2020-2021,Ravenna Public Schools,16.2,92.89,0.0,58545,18.06,285
810,61220,2015-2016,Reeths-Puffer Schools,28.8,95.76,2.69,65027,7.57,726
811,61220,2016-2017,Reeths-Puffer Schools,17.6,94.98,0.93,65027,10.09,726
812,61220,2017-2018,Reeths-Puffer Schools,24.0,93.31,0.0,65027,9.67,726
813,61220,2018-2019,Reeths-Puffer Schools,36.4,93.29,0.45,65027,9.18,726
814,61220,2020-2021,Reeths-Puffer Schools,27.3,92.02,1.08,65027,11.8,726
815,61230,2015-2016,North Muskegon Public Schools,48.2,96.28,0.0,63341,11.64,51
816,61230,2016-2017,North Muskegon Public Schools,50.6,95.73,0.0,63341,9.86,51
817,61230,2017-2018,North Muskegon Public Schools,54.8,93.91,0.0,63341,11.04,51
818,61230,2018-2019,North Muskegon Public Schools,62.7,95.31,0.0,63341,11.13,51
819,61230,2020-2021,North Muskegon Public Schools,50.0,96.56,0.0,63341,13.11,51
820,62040,2015-2016,Fremont Public School District,38.8,95.17,4.0,53137,6.81,840
821,62040,2016-2017,Fremont Public School District,45.2,94.54,2.38,53137,6.91,840
822,62040,2017-2018,Fremont Public School District,31.3,93.92,5.56,53137,8.84,840
823,62040,2018-2019,Fremont Public School District,43.7,94.39,0.71,53137,11.2,840
824,62040,2020-2021,Fremont Public School District,30.0,93.77,0.81,53137,17.19,840
825,62050,2015-2016,Grant Public School District,26.2,94.90,5.05,50867,15.54,774
826,62050,2016-2017,Grant Public School District,29.9,94.80,6.19,50867,16.44,774
827,62050,2017-2018,Grant Public School District,27.9,94.16,1.0,50867,18.8,774
828,62050,2018-2019,Grant Public School District,37.1,93.64,1.94,50867,17.05,774
829,62050,2020-2021,Grant Public School District,35.2,86.73,1.01,50867,17.0,774
830,62060,2015-2016,Hesperia Community Schools,11.5,94.15,0.0,44250,10.97,737
831,62060,2016-2017,Hesperia Community Schools,20.0,94.01,5.41,44250,8.8,737
832,62060,2017-2018,Hesperia Community Schools,40.3,91.47,0.0,44250,11.69,737
833,62060,2018-2019,Hesperia Community Schools,21.9,91.68,0.0,44250,11.01,737
834,62060,2020-2021,Hesperia Community Schools,17.9,91.04,2.86,44250,11.73,737
835,62070,2015-2016,Newaygo Public School District,31.5,95.86,1.03,44290,15.31,898
836,62070,2016-2017,Newaygo Public School District,34.3,95.91,2.02,44290,13.75,898
837,62070,2017-2018,Newaygo Public School District,36.4,94.60,0.0,44290,13.19,898
838,62070,2018-2019,Newaygo Public School District,34.5,95.02,0.0,44290,12.89,898
839,62070,2020-2021,Newaygo Public School District,26.4,92.90,0.0,44290,22.63,898
840,63020,2015-2016,Ferndale Public Schools,25.9,94.89,0.0,66892,8.49,770
841,63020,2016-2017,Ferndale Public Schools,28.0,94.46,0.51,66892,16.3,770
842,63020,2017-2018,Ferndale Public Schools,20.6,93.13,0.51,66892,18.5,770
843,63020,2018-2019,Ferndale Public Schools,32.7,92.84,0.0,66892,19.99,770
844,63020,2020-2021,Ferndale Public Schools,14.9,97.87,0.0,66892,24.04,770
845,63030,2015-2016,Pontiac City School District,2.5,90.34,10.47,37553,-42.19,9379
846,63030,2016-2017,Pontiac City School District,7.1,90.72,4.95,37553,-40.15,9379
847,63030,2017-2018,Pontiac City School District,8.1,87.29,1.82,37553,-11.62,9379
848,63030,2018-2019,Pontiac City School District,10.1,87.64,4.8,37553,-9.51,9379
849,63030,2020-2021,Pontiac City School District,10.7,90.39,2.13,37553,14.41,9379
850,63050,2015-2016,Berkley School District,50.9,95.77,0.44,82217,4.86,653
851,63050,2016-2017,Berkley School District,47.9,95.11,0.77,82217,8.1,653
852,63050,2017-2018,Berkley School District,44.4,94.61,0.0,82217,9.01,653
853,63050,2018-2019,Berkley School District,55.8,94.20,0.0,82217,9.33,653
854,63050,2020-2021,Berkley School District,34.1,98.83,0.0,82217,12.93,653
855,63060,2015-2016,Southfield Public School District,37.65,94.22,1.05,55933,15.05,2832
856,63060,2016-2017,Southfield Public School District,23.35,93.99,0.24,55933,16.4,2832
857,63060,2017-2018,Southfield Public School District,27.45,91.52,0.0,55933,19.44,2832
858,63060,2018-2019,Southfield Public School District,39.1,91.02,1.73,55933,18.34,2832
859,63060,2020-2021,Southfield Public School District,32.0,98.51,1.29,55933,18.08,2832
860,63070,2015-2016,Avondale School District,52.0,95.87,0.0,81497,2.6,617
861,63070,2016-2017,Avondale School District,48.9,95.45,0.0,81497,5.08,617
862,63070,2017-2018,Avondale School District,31.4,93.98,0.51,81497,10.42,617
863,63070,2018-2019,Avondale School District,41.1,93.74,0.98,81497,13.96,617
864,63070,2020-2021,Avondale School District,36.4,80.87,1.47,81497,21.38,617
865,63090,2015-2016,Clarenceville School District,25.2,94.63,0.9,42944,13.76,404
866,63090,2016-2017,Clarenceville School District,30.8,93.99,0.0,42944,12.95,404
867,63090,2017-2018,Clarenceville School District,23.0,92.90,2.59,42944,13.12,404
868,63090,2018-2019,Clarenceville School District,23.8,92.48,3.45,42944,18.75,404
869,63090,2020-2021,Clarenceville School District,9.1,90.05,1.61,42944,32.14,404
870,63100,2015-2016,Novi Community School District,74.2,96.67,0.23,101266,13.29,708
871,63100,2016-2017,Novi Community School District,66.9,96.69,0.68,101266,14.22,708
872,63100,2017-2018,Novi Community School District,72.8,96.27,0.2,101266,15.79,708
873,63100,2018-2019,Novi Community School District,75.9,96.38,0.0,101266,16.11,708
874,63100,2020-2021,Novi Community School District,79.8,99.08,0.0,101266,19.73,708
875,63150,2015-2016,Troy School District,67.175,97.78,0.23,101533,15.41,780
876,63150,2016-2017,Troy School District,66.5,96.03,0.12,101533,16.95,780
877,63150,2017-2018,Troy School District,66.925,96.76,0.0,101533,16.81,780
878,63150,2018-2019,Troy School District,74.875,96.08,0.11,101533,16.59,780
879,63150,2020-2021,Troy School District,70.625,98.65,0.0,101533,20.42,780
880,63160,2015-2016,West Bloomfield School District,43.150000000000006,93.78,0.0,95746,9.5,508
881,63160,2016-2017,West Bloomfield School District,41.9,94.12,0.0,95746,13.92,508
882,63160,2017-2018,West Bloomfield School District,39.5,92.49,0.0,95746,15.81,508
883,63160,2018-2019,West Bloomfield School District,44.0,93.17,0.53,95746,17.37,508
884,63160,2020-2021,West Bloomfield School District,47.9,91.35,0.43,95746,19.22,508
885,63200,2015-2016,Farmington Public School District,46.25,95.64,0.0,83166,9.38,1453
886,63200,2016-2017,Farmington Public School District,45.43333333333334,95.25,0.31,83166,11.29,1453
887,63200,2017-2018,Farmington Public School District,45.6,94.66,0.0,83166,11.47,1453
888,63200,2018-2019,Farmington Public School District,49.73333333333333,94.47,0.0,83166,13.39,1453
889,63200,2020-2021,Farmington Public School District,42.666666666666664,96.92,0.27,83166,23.75,1453
890,63210,2015-2016,Holly Area School District,17.6,94.65,0.52,70234,4.59,1449
891,63210,2016-2017,Holly Area School District,17.6,94.02,0.0,70234,6.73,1449
892,63210,2017-2018,Holly Area School District,29.8,92.93,1.53,70234,7.72,1449
893,63210,2018-2019,Holly Area School District,40.1,93.65,0.96,70234,9.34,1449
894,63210,2020-2021,Holly Area School District,16.0,90.94,0.0,70234,16.57,1449
895,63220,2015-2016,Huron Valley Schools,43.76666666666667,95.13,1.17,84217,11.46,1645
896,63220,2016-2017,Huron Valley Schools,41.06666666666667,94.81,0.98,84217,6.9,1645
897,63220,2017-2018,Huron Valley Schools,40.766666666666666,94.17,0.18,84217,5.53,1645
898,63220,2018-2019,Huron Valley Schools,61.833333333333336,93.97,0.19,84217,4.59,1645
899,63220,2020-2021,Huron Valley Schools,45.56666666666666,94.83,0.0,84217,10.65,1645
900,63230,2015-2016,Lake Orion Community Schools,59.199999999999996,96.54,0.66,93540,7.54,758
901,63230,2016-2017,Lake Orion Community Schools,60.166666666666664,96.00,0.0,93540,9.14,758
902,63230,2017-2018,Lake Orion Community Schools,65.3,95.44,0.0,93540,9.47,758
903,63230,2018-2019,Lake Orion Community Schools,67.8,95.34,0.22,93540,9.35,758
904,63230,2020-2021,Lake Orion Community Schools,52.76666666666667,95.43,0.0,93540,10.01,758
905,63240,2015-2016,South Lyon Community Schools,65.30000000000001,95.90,0.0,87636,11.25,891
906,63240,2016-2017,South Lyon Community Schools,53.0,95.50,0.0,87636,9.09,891
907,63240,2017-2018,South Lyon Community Schools,50.3,95.21,0.2,87636,7.05,891
908,63240,2018-2019,South Lyon Community Schools,70.5,95.21,0.19,87636,9.1,891
909,63240,2020-2021,South Lyon Community Schools,48.650000000000006,94.80,0.12,87636,15.6,891
910,63260,2015-2016,Rochester Community School District,66.025,96.61,0.71,99903,14.34,853
911,63260,2016-2017,Rochester Community School District,67.9,96.51,0.35,99903,18.24,853
912,63260,2017-2018,Rochester Community School District,67.175,95.97,0.0,99903,18.96,853
913,63260,2018-2019,Rochester Community School District,68.8,95.82,0.0,99903,21.73,853
914,63260,2020-2021,Rochester Community School District,55.075,98.03,0.0,99903,21.86,853
915,63280,2015-2016,Lamphere Public Schools,23.2,95.69,0.49,54203,12.36,1050
916,63280,2016-2017,Lamphere Public Schools,23.2,95.35,1.03,54203,13.48,1050
917,63280,2017-2018,Lamphere Public Schools,19.0,95.06,0.55,54203,11.59,1050
918,63280,2018-2019,Lamphere Public Schools,37.0,94.50,0.53,54203,13.8,1050
919,63280,2020-2021,Lamphere Public Schools,29.2,93.18,0.5,54203,20.23,1050
920,63290,2015-2016,Walled Lake Consolidated Schools,41.8,95.73,0.0,76587,6.23,2192
921,63290,2016-2017,Walled Lake Consolidated Schools,48.35,95.60,0.0,76587,7.54,2192
922,63290,2017-2018,Walled Lake Consolidated Schools,54.075,94.89,0.0,76587,7.62,2192
923,63290,2018-2019,Walled Lake Consolidated Schools,57.175,94.84,0.0,76587,7.1,2192
924,63290,2020-2021,Walled Lake Consolidated Schools,48.675,95.66,0.0,76587,13.71,2192
925,63300,2015-2016,Waterford School District,20.55,95.77,0.99,60737,3.3,3052
926,63300,2016-2017,Waterford School District,20.0,95.07,0.85,60737,5.18,3052
927,63300,2017-2018,Waterford School District,21.6,94.06,0.88,60737,7.44,3052
928,63300,2018-2019,Waterford School District,32.25,93.79,0.7,60737,10.02,3052
929,63300,2020-2021,Waterford School District,36.15,85.58,0.82,60737,20.58,3052
930,64040,2015-2016,Hart Public School District,23.7,93.64,0.0,42500,14.23,652
931,64040,2016-2017,Hart Public School District,44.2,93.06,3.57,42500,14.2,652
932,64040,2017-2018,Hart Public School District,38.6,92.70,0.0,42500,14.68,652
933,64040,2018-2019,Hart Public School District,40.6,92.15,0.0,42500,20.77,652
934,64040,2020-2021,Hart Public School District,25.0,89.86,0.0,42500,27.35,652
935,64080,2015-2016,Shelby Public Schools,11.5,96.48,0.0,44290,15.54,755
936,64080,2016-2017,Shelby Public Schools,17.8,94.07,1.06,44290,14.31,755
937,64080,2017-2018,Shelby Public Schools,22.2,94.00,0.0,44290,15.28,755
938,64080,2018-2019,Shelby Public Schools,33.0,92.05,1.09,44290,14.5,755
939,64080,2020-2021,Shelby Public Schools,15.8,94.02,0.0,44290,19.67,755
940,65045,2015-2016,West Branch-Rose City Area Schools,30.5,94.38,0.9,42057,21.14,955
941,65045,2016-2017,West Branch-Rose City Area Schools,46.2,93.33,0.0,42057,27.69,955
942,65045,2017-2018,West Branch-Rose City Area Schools,38.2,92.14,4.27,42057,37.09,955
943,65045,2018-2019,West Branch-Rose City Area Schools,40.9,94.99,3.39,42057,34.81,955
944,65045,2020-2021,West Branch-Rose City Area Schools,23.1,89.25,0.4,42057,41.5,955
945,67020,2015-2016,Evart Public Schools,39.4,95.29,3.39,42122,14.43,576
946,67020,2016-2017,Evart Public Schools,51.4,95.01,3.23,42122,14.47,576
947,67020,2017-2018,Evart Public Schools,35.5,93.56,0.0,42122,20.71,576
948,67020,2018-2019,Evart Public Schools,19.7,93.00,1.72,42122,24.93,576
949,67020,2020-2021,Evart Public Schools,36.2,86.18,1.59,42122,30.55,576
950,67060,2015-2016,Reed City Area Public Schools,19.4,95.96,0.0,41329,15.51,750
951,67060,2016-2017,Reed City Area Public Schools,17.1,95.53,4.44,41329,17.2,750
952,67060,2017-2018,Reed City Area Public Schools,32.5,96.14,2.11,41329,18.69,750
