,districtcode,schoolyear,districtname,8th_math_percentmet,attendance,american_indian_enrollment,asian_enrollment,english_language_learners_enrollment,early_middle_college_enrollment,admin_ineffective_percentage,admin_min_effective_percentage,teacher_min_effective_percentage,fundbalanceas%ofexpenditure,Estimate Total,Estimate Total White alone,Estimate Total Black or African American alone,Estimate Total American Indian and Alaska Native alone,Estimate Total Asian alone,Estimate Total Native Hawaiian and Other Pacific Islander alone,Estimate Total Some other race alone,Estimate Median household income in the past 12 months (in 2018 inflation-adjusted dollars),Estimate Total Enrolled in school Enrolled in grade 1 to grade 4,Estimate Total Enrolled in school Enrolled in grade 5 to grade 8,Estimate Total Enrolled in school Enrolled in grade 9 to grade 12,Estimate Total Regular high school diploma,Estimate Total Bachelor's degree,Estimate Total Master's degree,Estimate Median age -- Total,Estimate Median age -- Male,Estimate Median age -- Female,"Estimate Total Living in household with Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months",Estimate Total Family households
742,58010,2017-2018,Monroe Public Schools,22.5,92.75,14,34,150,0,0.0,0.0,0.34,12.7,47633,43754,2069,189,272,7,206,51473,2200,2286,2472,9729,3901,1852,41.1,40.5,41.9,3474,12401
743,58010,2018-2019,Monroe Public Schools,25.2,92.54,12,36,144,150,0.0,0.0,0.0,14.7,47633,43754,2069,189,272,7,206,51473,2200,2286,2472,9729,3901,1852,41.1,40.5,41.9,3474,12401
744,58010,2020-2021,Monroe Public Schools,42.4,89.64,12,24,124,200,5.56,0.0,0.0,25.34,47633,43754,2069,189,272,7,206,51473,2200,2286,2472,9729,3901,1852,41.1,40.5,41.9,3474,12401
745,58050,2015-2016,Dundee Community Schools,32.5,95.16,4,3,5,0,0.0,0.0,0.0,24.2,8911,8813,61,15,17,0,3,61652,416,526,538,1956,788,334,41.8,40.6,42.6,391,2536
746,58050,2016-2017,Dundee Community Schools,23.6,95.66,3,3,5,0,0.0,0.0,4.44,23.82,8911,8813,61,15,17,0,3,61652,416,526,538,1956,788,334,41.8,40.6,42.6,391,2536
747,58050,2017-2018,Dundee Community Schools,40.9,95.33,3,4,5,0,0.0,0.0,0.0,21.21,8911,8813,61,15,17,0,3,61652,416,526,538,1956,788,334,41.8,40.6,42.6,391,2536
748,58050,2018-2019,Dundee Community Schools,59.8,95.57,3,4,5,5,0.0,0.0,0.0,16.81,8911,8813,61,15,17,0,3,61652,416,526,538,1956,788,334,41.8,40.6,42.6,391,2536
749,58050,2020-2021,Dundee Community Schools,36.7,98.51,5,8,5,12,0.0,0.0,0.0,15.51,8911,8813,61,15,17,0,3,61652,416,526,538,1956,788,334,41.8,40.6,42.6,391,2536
750,58070,2015-2016,Ida Public School District,37.5,95.03,0,6,5,0,0.0,0.0,0.0,30.09,7976,7779,91,23,0,0,12,84536,382,470,434,1663,669,219,43.2,43.5,42.8,160,2336
751,58070,2016-2017,Ida Public School District,29.7,98.18,0,4,5,0,0.0,0.0,0.0,27.45,7976,7779,91,23,0,0,12,84536,382,470,434,1663,669,219,43.2,43.5,42.8,160,2336
752,58070,2017-2018,Ida Public School District,37.4,95.95,0,5,5,0,0.0,0.0,0.0,31.19,7976,7779,91,23,0,0,12,84536,382,470,434,1663,669,219,43.2,43.5,42.8,160,2336
753,58070,2018-2019,Ida Public School District,56.2,94.46,0,6,5,54,0.0,0.0,0.0,31.98,7976,7779,91,23,0,0,12,84536,382,470,434,1663,669,219,43.2,43.5,42.8,160,2336
754,58070,2020-2021,Ida Public School District,34.6,95.52,3,7,5,53,0.0,0.0,1.19,26.11,7976,7779,91,23,0,0,12,84536,382,470,434,1663,669,219,43.2,43.5,42.8,160,2336
755,59070,2015-2016,Greenville Public Schools,29.5,95.27,4,31,94,0,0.0,0.0,0.45,5.7,23346,22323,331,8,117,16,43,49613,1264,1250,1327,4855,1866,683,40.7,39.4,42.0,1256,6233
756,59070,2016-2017,Greenville Public Schools,34.1,95.54,5,33,87,0,0.0,0.0,1.86,6.56,23346,22323,331,8,117,16,43,49613,1264,1250,1327,4855,1866,683,40.7,39.4,42.0,1256,6233
757,59070,2017-2018,Greenville Public Schools,37.1,95.09,13,27,83,0,0.0,0.0,2.36,7.31,23346,22323,331,8,117,16,43,49613,1264,1250,1327,4855,1866,683,40.7,39.4,42.0,1256,6233
758,59070,2018-2019,Greenville Public Schools,40.9,94.64,11,29,64,26,0.0,0.0,2.97,8.21,23346,22323,331,8,117,16,43,49613,1264,1250,1327,4855,1866,683,40.7,39.4,42.0,1256,6233
759,59070,2020-2021,Greenville Public Schools,30.6,92.49,10,21,46,16,0.0,0.0,2.59,11.55,23346,22323,331,8,117,16,43,49613,1264,1250,1327,4855,1866,683,40.7,39.4,42.0,1256,6233
760,59080,2015-2016,Tri County Area Schools,26.3,94.94,13,7,13,0,0.0,0.0,0.0,12.74,13396,12915,40,38,42,14,85,55319,740,677,826,3586,899,322,39.2,39.4,39.0,571,3661
761,59080,2016-2017,Tri County Area Schools,21.7,94.15,9,2,11,0,0.0,0.0,0.0,11.56,13396,12915,40,38,42,14,85,55319,740,677,826,3586,899,322,39.2,39.4,39.0,571,3661
762,59080,2017-2018,Tri County Area Schools,36.0,93.69,7,7,11,0,0.0,0.0,0.85,12.54,13396,12915,40,38,42,14,85,55319,740,677,826,3586,899,322,39.2,39.4,39.0,571,3661
763,59080,2018-2019,Tri County Area Schools,32.9,93.89,9,5,13,6,0.0,0.0,0.0,14.52,13396,12915,40,38,42,14,85,55319,740,677,826,3586,899,322,39.2,39.4,39.0,571,3661
764,59080,2020-2021,Tri County Area Schools,19.6,94.15,5,3,5,11,0.0,0.0,0.0,17.61,13396,12915,40,38,42,14,85,55319,740,677,826,3586,899,322,39.2,39.4,39.0,571,3661
765,59125,2015-2016,Central Montcalm Public Schools,30.6,93.14,0,6,35,0,0.0,0.0,0.0,19.31,11025,10742,60,8,42,6,75,48259,605,556,539,2576,664,221,44.2,41.1,46.5,718,3034
766,59125,2016-2017,Central Montcalm Public Schools,25.8,95.40,0,6,33,0,0.0,0.0,0.0,20.65,11025,10742,60,8,42,6,75,48259,605,556,539,2576,664,221,44.2,41.1,46.5,718,3034
767,59125,2017-2018,Central Montcalm Public Schools,34.9,93.65,1,7,40,0,0.0,0.0,1.01,21.82,11025,10742,60,8,42,6,75,48259,605,556,539,2576,664,221,44.2,41.1,46.5,718,3034
768,59125,2018-2019,Central Montcalm Public Schools,27.2,94.03,1,5,26,11,0.0,0.0,2.04,21.39,11025,10742,60,8,42,6,75,48259,605,556,539,2576,664,221,44.2,41.1,46.5,718,3034
769,59125,2020-2021,Central Montcalm Public Schools,23.1,92.17,2,1,23,8,0.0,0.0,0.0,29.23,11025,10742,60,8,42,6,75,48259,605,556,539,2576,664,221,44.2,41.1,46.5,718,3034
770,6020,2015-2016,Au Gres-Sims School District,10.0,95.97,4,1,5,0,0.0,0.0,0.0,25.98,3226,3150,6,2,16,0,0,39715,97,104,123,944,255,125,57.4,57.1,58.1,135,952
771,6020,2016-2017,Au Gres-Sims School District,20.7,94.91,4,1,5,0,0.0,0.0,5.41,27.79,3226,3150,6,2,16,0,0,39715,97,104,123,944,255,125,57.4,57.1,58.1,135,952
772,6020,2017-2018,Au Gres-Sims School District,10.0,94.10,4,2,5,0,0.0,0.0,0.0,31.11,3226,3150,6,2,16,0,0,39715,97,104,123,944,255,125,57.4,57.1,58.1,135,952
773,6020,2018-2019,Au Gres-Sims School District,22.6,94.49,3,1,5,0,0.0,0.0,14.63,30.62,3226,3150,6,2,16,0,0,39715,97,104,123,944,255,125,57.4,57.1,58.1,135,952
774,6020,2020-2021,Au Gres-Sims School District,10.0,75.05,0,0,5,3,0.0,0.0,0.0,33.79,3226,3150,6,2,16,0,0,39715,97,104,123,944,255,125,57.4,57.1,58.1,135,952
775,61060,2015-2016,Mona Shores Public School District,36.3,95.47,16,86,49,0,0.0,0.0,0.49,9.24,22862,20570,978,190,409,9,72,61948,1039,1152,1412,3464,3577,1368,44.0,42.1,46.3,1027,6363
776,61060,2016-2017,Mona Shores Public School District,41.2,93.71,17,72,51,0,0.0,0.0,0.49,7.47,22862,20570,978,190,409,9,72,61948,1039,1152,1412,3464,3577,1368,44.0,42.1,46.3,1027,6363
777,61060,2017-2018,Mona Shores Public School District,35.6,93.72,22,70,60,0,0.0,0.0,0.0,8.96,22862,20570,978,190,409,9,72,61948,1039,1152,1412,3464,3577,1368,44.0,42.1,46.3,1027,6363
778,61060,2018-2019,Mona Shores Public School District,44.7,94.18,19,71,69,15,0.0,0.0,0.0,9.51,22862,20570,978,190,409,9,72,61948,1039,1152,1412,3464,3577,1368,44.0,42.1,46.3,1027,6363
779,61060,2020-2021,Mona Shores Public School District,32.9,96.92,13,61,84,9,0.0,0.0,0.52,13.56,22862,20570,978,190,409,9,72,61948,1039,1152,1412,3464,3577,1368,44.0,42.1,46.3,1027,6363
780,61065,2015-2016,Oakridge Public Schools,25.3,94.22,16,7,5,0,0.0,0.0,0.0,11.26,10107,9471,304,46,35,0,21,48838,585,654,668,2515,334,174,37.1,37.4,36.1,820,2651
781,61065,2016-2017,Oakridge Public Schools,40.6,94.08,15,9,27,0,0.0,0.0,0.75,9.94,10107,9471,304,46,35,0,21,48838,585,654,668,2515,334,174,37.1,37.4,36.1,820,2651
782,61065,2017-2018,Oakridge Public Schools,26.8,93.00,14,13,30,0,0.0,0.0,0.69,9.79,10107,9471,304,46,35,0,21,48838,585,654,668,2515,334,174,37.1,37.4,36.1,820,2651
783,61065,2018-2019,Oakridge Public Schools,31.6,93.21,14,14,40,20,0.0,0.0,1.88,11.16,10107,9471,304,46,35,0,21,48838,585,654,668,2515,334,174,37.1,37.4,36.1,820,2651
784,61065,2020-2021,Oakridge Public Schools,7.3,96.80,9,5,23,12,0.0,0.0,0.0,15.56,10107,9471,304,46,35,0,21,48838,585,654,668,2515,334,174,37.1,37.4,36.1,820,2651
785,61080,2015-2016,Fruitport Community Schools,27.0,94.11,32,33,5,0,0.0,0.0,0.0,8.54,18587,17797,315,34,49,0,62,57302,1112,1103,1156,3721,1928,533,43.1,40.1,44.9,870,5113
786,61080,2016-2017,Fruitport Community Schools,31.6,95.12,29,40,20,0,0.0,0.0,3.68,8.92,18587,17797,315,34,49,0,62,57302,1112,1103,1156,3721,1928,533,43.1,40.1,44.9,870,5113
787,61080,2017-2018,Fruitport Community Schools,18.4,92.81,26,41,19,0,0.0,0.0,6.06,9.15,18587,17797,315,34,49,0,62,57302,1112,1103,1156,3721,1928,533,43.1,40.1,44.9,870,5113
788,61080,2018-2019,Fruitport Community Schools,39.5,93.78,22,48,16,5,0.0,0.0,3.68,9.5,18587,17797,315,34,49,0,62,57302,1112,1103,1156,3721,1928,533,43.1,40.1,44.9,870,5113
789,61080,2020-2021,Fruitport Community Schools,31.8,86.11,21,34,19,6,0.0,0.0,0.63,14.49,18587,17797,315,34,49,0,62,57302,1112,1103,1156,3721,1928,533,43.1,40.1,44.9,870,5113
790,61120,2015-2016,Holton Public Schools,22.0,94.94,12,5,5,0,0.0,0.0,0.0,7.79,6282,5866,17,140,21,0,27,50375,303,399,257,1439,478,96,43.3,45.6,42.5,511,1663
791,61120,2016-2017,Holton Public Schools,23.0,95.57,10,3,5,0,0.0,0.0,0.0,7.78,6282,5866,17,140,21,0,27,50375,303,399,257,1439,478,96,43.3,45.6,42.5,511,1663
792,61120,2017-2018,Holton Public Schools,23.0,94.64,11,3,5,0,0.0,0.0,0.0,9.48,6282,5866,17,140,21,0,27,50375,303,399,257,1439,478,96,43.3,45.6,42.5,511,1663
793,61120,2018-2019,Holton Public Schools,27.8,94.78,9,5,5,3,0.0,0.0,1.69,10.41,6282,5866,17,140,21,0,27,50375,303,399,257,1439,478,96,43.3,45.6,42.5,511,1663
794,61120,2020-2021,Holton Public Schools,18.4,95.45,2,4,5,14,0.0,0.0,0.0,17.13,6282,5866,17,140,21,0,27,50375,303,399,257,1439,478,96,43.3,45.6,42.5,511,1663
795,61180,2015-2016,Montague Area Public Schools,38.1,94.90,11,8,49,0,0.0,0.0,0.0,3.96,8719,8297,38,122,4,1,94,57024,384,464,560,1809,807,294,42.8,42.4,43.2,439,2414
796,61180,2016-2017,Montague Area Public Schools,48.7,94.08,13,7,38,0,0.0,0.0,0.0,6.53,8719,8297,38,122,4,1,94,57024,384,464,560,1809,807,294,42.8,42.4,43.2,439,2414
797,61180,2017-2018,Montague Area Public Schools,40.2,92.39,10,8,54,0,0.0,0.0,0.0,10.51,8719,8297,38,122,4,1,94,57024,384,464,560,1809,807,294,42.8,42.4,43.2,439,2414
798,61180,2018-2019,Montague Area Public Schools,41.9,90.00,10,11,46,11,0.0,0.0,0.0,12.03,8719,8297,38,122,4,1,94,57024,384,464,560,1809,807,294,42.8,42.4,43.2,439,2414
799,61180,2020-2021,Montague Area Public Schools,35.9,93.23,8,8,44,12,0.0,0.0,1.77,13.84,8719,8297,38,122,4,1,94,57024,384,464,560,1809,807,294,42.8,42.4,43.2,439,2414
800,61190,2015-2016,Orchard View Schools,13.3,89.40,19,15,5,0,0.0,0.0,0.0,6.33,16631,12948,2660,142,48,4,114,43714,622,503,890,3093,874,198,37.6,37.5,39.3,1289,3491
801,61190,2016-2017,Orchard View Schools,10.5,82.06,22,19,5,0,0.0,0.0,0.0,6.21,16631,12948,2660,142,48,4,114,43714,622,503,890,3093,874,198,37.6,37.5,39.3,1289,3491
802,61190,2017-2018,Orchard View Schools,10.2,78.85,22,17,5,0,0.0,0.0,0.67,6.23,16631,12948,2660,142,48,4,114,43714,622,503,890,3093,874,198,37.6,37.5,39.3,1289,3491
803,61190,2018-2019,Orchard View Schools,19.1,87.96,13,15,18,20,0.0,0.0,2.07,8.28,16631,12948,2660,142,48,4,114,43714,622,503,890,3093,874,198,37.6,37.5,39.3,1289,3491
804,61190,2020-2021,Orchard View Schools,5.5,72.76,17,19,23,20,0.0,0.0,1.39,17.06,16631,12948,2660,142,48,4,114,43714,622,503,890,3093,874,198,37.6,37.5,39.3,1289,3491
805,61210,2015-2016,Ravenna Public Schools,33.3,95.47,5,7,14,0,0.0,0.0,0.0,6.51,5880,5756,21,24,12,8,13,58545,309,376,336,1517,359,121,40.0,37.9,41.7,285,1666
806,61210,2016-2017,Ravenna Public Schools,22.9,95.49,5,6,21,0,0.0,0.0,0.0,4.09,5880,5756,21,24,12,8,13,58545,309,376,336,1517,359,121,40.0,37.9,41.7,285,1666
807,61210,2017-2018,Ravenna Public Schools,26.9,92.34,5,3,22,0,0.0,0.0,0.0,6.67,5880,5756,21,24,12,8,13,58545,309,376,336,1517,359,121,40.0,37.9,41.7,285,1666
808,61210,2018-2019,Ravenna Public Schools,55.3,91.21,3,4,20,12,11.11,0.0,0.0,6.98,5880,5756,21,24,12,8,13,58545,309,376,336,1517,359,121,40.0,37.9,41.7,285,1666
809,61210,2020-2021,Ravenna Public Schools,16.2,92.89,4,2,18,12,0.0,0.0,0.0,18.06,5880,5756,21,24,12,8,13,58545,309,376,336,1517,359,121,40.0,37.9,41.7,285,1666
810,61220,2015-2016,Reeths-Puffer Schools,28.8,95.76,13,28,5,0,0.0,0.0,2.69,7.57,21627,20263,602,119,104,0,113,65027,947,1336,1104,3996,2267,1003,43.1,41.0,44.6,726,6271
811,61220,2016-2017,Reeths-Puffer Schools,17.6,94.98,12,24,5,0,0.0,0.0,0.93,10.09,21627,20263,602,119,104,0,113,65027,947,1336,1104,3996,2267,1003,43.1,41.0,44.6,726,6271
812,61220,2017-2018,Reeths-Puffer Schools,24.0,93.31,8,22,5,0,0.0,0.0,0.0,9.67,21627,20263,602,119,104,0,113,65027,947,1336,1104,3996,2267,1003,43.1,41.0,44.6,726,6271
813,61220,2018-2019,Reeths-Puffer Schools,36.4,93.29,6,23,5,21,0.0,0.0,0.45,9.18,21627,20263,602,119,104,0,113,65027,947,1336,1104,3996,2267,1003,43.1,41.0,44.6,726,6271
814,61220,2020-2021,Reeths-Puffer Schools,27.3,92.02,8,15,12,10,0.0,0.0,1.08,11.8,21627,20263,602,119,104,0,113,65027,947,1336,1104,3996,2267,1003,43.1,41.0,44.6,726,6271
815,61230,2015-2016,North Muskegon Public Schools,48.2,96.28,2,9,5,0,0.0,0.0,0.0,11.64,3789,3460,49,14,14,0,0,63341,183,259,186,308,879,286,43.7,39.7,46.5,51,1011
816,61230,2016-2017,North Muskegon Public Schools,50.6,95.73,2,7,5,0,0.0,0.0,0.0,9.86,3789,3460,49,14,14,0,0,63341,183,259,186,308,879,286,43.7,39.7,46.5,51,1011
817,61230,2017-2018,North Muskegon Public Schools,54.8,93.91,1,8,5,0,0.0,0.0,0.0,11.04,3789,3460,49,14,14,0,0,63341,183,259,186,308,879,286,43.7,39.7,46.5,51,1011
818,61230,2018-2019,North Muskegon Public Schools,62.7,95.31,1,7,5,10,0.0,0.0,0.0,11.13,3789,3460,49,14,14,0,0,63341,183,259,186,308,879,286,43.7,39.7,46.5,51,1011
819,61230,2020-2021,North Muskegon Public Schools,50.0,96.56,1,5,5,24,0.0,0.0,0.0,13.11,3789,3460,49,14,14,0,0,63341,183,259,186,308,879,286,43.7,39.7,46.5,51,1011
820,62040,2015-2016,Fremont Public School District,38.8,95.17,11,19,5,0,0.0,0.0,4.0,6.81,13918,12940,155,143,74,0,347,53137,873,763,824,2978,1214,535,40.6,38.7,42.1,840,3743
821,62040,2016-2017,Fremont Public School District,45.2,94.54,11,21,5,0,0.0,0.0,2.38,6.91,13918,12940,155,143,74,0,347,53137,873,763,824,2978,1214,535,40.6,38.7,42.1,840,3743
822,62040,2017-2018,Fremont Public School District,31.3,93.92,9,29,5,0,0.0,0.0,5.56,8.84,13918,12940,155,143,74,0,347,53137,873,763,824,2978,1214,535,40.6,38.7,42.1,840,3743
823,62040,2018-2019,Fremont Public School District,43.7,94.39,10,27,5,3,0.0,0.0,0.71,11.2,13918,12940,155,143,74,0,347,53137,873,763,824,2978,1214,535,40.6,38.7,42.1,840,3743
824,62040,2020-2021,Fremont Public School District,30.0,93.77,8,22,31,3,0.0,0.0,0.81,17.19,13918,12940,155,143,74,0,347,53137,873,763,824,2978,1214,535,40.6,38.7,42.1,840,3743
825,62050,2015-2016,Grant Public School District,26.2,94.90,24,6,238,0,0.0,0.0,5.05,15.54,9855,9118,86,30,48,0,343,50867,542,543,718,2097,760,190,38.8,38.7,39.0,774,2682
826,62050,2016-2017,Grant Public School District,29.9,94.80,28,8,218,0,0.0,0.0,6.19,16.44,9855,9118,86,30,48,0,343,50867,542,543,718,2097,760,190,38.8,38.7,39.0,774,2682
827,62050,2017-2018,Grant Public School District,27.9,94.16,21,10,249,0,0.0,0.0,1.0,18.8,9855,9118,86,30,48,0,343,50867,542,543,718,2097,760,190,38.8,38.7,39.0,774,2682
828,62050,2018-2019,Grant Public School District,37.1,93.64,16,9,227,21,0.0,0.0,1.94,17.05,9855,9118,86,30,48,0,343,50867,542,543,718,2097,760,190,38.8,38.7,39.0,774,2682
829,62050,2020-2021,Grant Public School District,35.2,86.73,13,4,204,16,0.0,0.0,1.01,17.0,9855,9118,86,30,48,0,343,50867,542,543,718,2097,760,190,38.8,38.7,39.0,774,2682
830,62060,2015-2016,Hesperia Community Schools,11.5,94.15,3,2,5,0,14.29,0.0,0.0,10.97,5533,5220,6,76,2,0,167,44250,274,331,267,1505,240,74,41.0,40.2,42.9,737,1540
831,62060,2016-2017,Hesperia Community Schools,20.0,94.01,7,3,5,0,0.0,0.0,5.41,8.8,5533,5220,6,76,2,0,167,44250,274,331,267,1505,240,74,41.0,40.2,42.9,737,1540
832,62060,2017-2018,Hesperia Community Schools,40.3,91.47,4,4,5,0,0.0,0.0,0.0,11.69,5533,5220,6,76,2,0,167,44250,274,331,267,1505,240,74,41.0,40.2,42.9,737,1540
833,62060,2018-2019,Hesperia Community Schools,21.9,91.68,4,1,5,0,0.0,0.0,0.0,11.01,5533,5220,6,76,2,0,167,44250,274,331,267,1505,240,74,41.0,40.2,42.9,737,1540
834,62060,2020-2021,Hesperia Community Schools,17.9,91.04,4,1,5,7,0.0,0.0,2.86,11.73,5533,5220,6,76,2,0,167,44250,274,331,267,1505,240,74,41.0,40.2,42.9,737,1540
835,62070,2015-2016,Newaygo Public School District,31.5,95.86,11,16,80,0,0.0,0.0,1.03,15.31,10323,9628,131,38,14,0,379,44290,448,613,477,2562,736,358,42.9,42.4,43.6,898,2726
836,62070,2016-2017,Newaygo Public School District,34.3,95.91,9,13,78,0,0.0,0.0,2.02,13.75,10323,9628,131,38,14,0,379,44290,448,613,477,2562,736,358,42.9,42.4,43.6,898,2726
837,62070,2017-2018,Newaygo Public School District,36.4,94.60,8,13,69,0,0.0,0.0,0.0,13.19,10323,9628,131,38,14,0,379,44290,448,613,477,2562,736,358,42.9,42.4,43.6,898,2726
838,62070,2018-2019,Newaygo Public School District,34.5,95.02,9,13,71,3,0.0,0.0,0.0,12.89,10323,9628,131,38,14,0,379,44290,448,613,477,2562,736,358,42.9,42.4,43.6,898,2726
839,62070,2020-2021,Newaygo Public School District,26.4,92.90,12,14,59,2,0.0,0.0,0.0,22.63,10323,9628,131,38,14,0,379,44290,448,613,477,2562,736,358,42.9,42.4,43.6,898,2726
840,63020,2015-2016,Ferndale Public Schools,25.9,94.89,7,28,47,0,0.0,0.0,0.0,8.49,24487,18836,3672,156,370,6,115,66892,511,749,614,2575,5265,2256,37.0,36.4,37.8,770,4994
841,63020,2016-2017,Ferndale Public Schools,28.0,94.46,6,29,43,0,0.0,0.0,0.51,16.3,24487,18836,3672,156,370,6,115,66892,511,749,614,2575,5265,2256,37.0,36.4,37.8,770,4994
842,63020,2017-2018,Ferndale Public Schools,20.6,93.13,6,29,50,0,0.0,0.0,0.51,18.5,24487,18836,3672,156,370,6,115,66892,511,749,614,2575,5265,2256,37.0,36.4,37.8,770,4994
843,63020,2018-2019,Ferndale Public Schools,32.7,92.84,8,24,52,21,0.0,0.0,0.0,19.99,24487,18836,3672,156,370,6,115,66892,511,749,614,2575,5265,2256,37.0,36.4,37.8,770,4994
844,63020,2020-2021,Ferndale Public Schools,14.9,97.87,5,20,45,17,0.0,0.0,0.0,24.04,24487,18836,3672,156,370,6,115,66892,511,749,614,2575,5265,2256,37.0,36.4,37.8,770,4994
845,63030,2015-2016,Pontiac City School District,2.5,90.34,11,148,1112,0,0.0,0.0,10.47,-42.19,78675,37081,31964,219,3491,62,1475,37553,4220,3237,3758,11970,6427,3107,33.0,30.8,35.0,9379,16736
846,63030,2016-2017,Pontiac City School District,7.1,90.72,10,152,1007,0,0.0,0.0,4.95,-40.15,78675,37081,31964,219,3491,62,1475,37553,4220,3237,3758,11970,6427,3107,33.0,30.8,35.0,9379,16736
847,63030,2017-2018,Pontiac City School District,8.1,87.29,11,152,1010,0,0.0,0.0,1.82,-11.62,78675,37081,31964,219,3491,62,1475,37553,4220,3237,3758,11970,6427,3107,33.0,30.8,35.0,9379,16736
848,63030,2018-2019,Pontiac City School District,10.1,87.64,5,138,992,0,0.0,0.0,4.8,-9.51,78675,37081,31964,219,3491,62,1475,37553,4220,3237,3758,11970,6427,3107,33.0,30.8,35.0,9379,16736
849,63030,2020-2021,Pontiac City School District,10.7,90.39,7,107,877,1,0.0,4.17,2.13,14.41,78675,37081,31964,219,3491,62,1475,37553,4220,3237,3758,11970,6427,3107,33.0,30.8,35.0,9379,16736
850,63050,2015-2016,Berkley School District,50.9,95.77,12,74,77,0,0.0,0.0,0.44,4.86,27045,23779,1694,118,496,0,173,82217,1446,1400,1308,2559,5737,3300,37.8,36.5,40.2,653,6807
851,63050,2016-2017,Berkley School District,47.9,95.11,8,71,88,0,0.0,0.0,0.77,8.1,27045,23779,1694,118,496,0,173,82217,1446,1400,1308,2559,5737,3300,37.8,36.5,40.2,653,6807
852,63050,2017-2018,Berkley School District,44.4,94.61,6,68,91,0,0.0,0.0,0.0,9.01,27045,23779,1694,118,496,0,173,82217,1446,1400,1308,2559,5737,3300,37.8,36.5,40.2,653,6807
853,63050,2018-2019,Berkley School District,55.8,94.20,6,74,81,2,0.0,0.0,0.0,9.33,27045,23779,1694,118,496,0,173,82217,1446,1400,1308,2559,5737,3300,37.8,36.5,40.2,653,6807
854,63050,2020-2021,Berkley School District,34.1,98.83,5,121,70,9,0.0,0.0,0.0,12.93,27045,23779,1694,118,496,0,173,82217,1446,1400,1308,2559,5737,3300,37.8,36.5,40.2,653,6807
855,63060,2015-2016,Southfield Public School District,37.65,94.22,4,46,273,0,3.33,3.33,1.05,15.05,71220,16203,50070,121,1694,0,555,55933,2640,3127,3480,8435,11052,7067,42.8,39.6,45.2,2832,16761
856,63060,2016-2017,Southfield Public School District,23.35,93.99,2,40,263,0,0.0,0.0,0.24,16.4,71220,16203,50070,121,1694,0,555,55933,2640,3127,3480,8435,11052,7067,42.8,39.6,45.2,2832,16761
857,63060,2017-2018,Southfield Public School District,27.45,91.52,4,41,238,0,0.0,0.0,0.0,19.44,71220,16203,50070,121,1694,0,555,55933,2640,3127,3480,8435,11052,7067,42.8,39.6,45.2,2832,16761
858,63060,2018-2019,Southfield Public School District,39.1,91.02,5,39,262,0,0.0,6.45,1.73,18.34,71220,16203,50070,121,1694,0,555,55933,2640,3127,3480,8435,11052,7067,42.8,39.6,45.2,2832,16761
859,63060,2020-2021,Southfield Public School District,32.0,98.51,3,37,232,4,0.0,0.0,1.29,18.08,71220,16203,50070,121,1694,0,555,55933,2640,3127,3480,8435,11052,7067,42.8,39.6,45.2,2832,16761
860,63070,2015-2016,Avondale School District,52.0,95.87,13,374,365,0,0.0,0.0,0.0,2.6,27796,20550,2462,116,3466,0,244,81497,1164,1132,1443,3454,5314,3272,41.3,38.7,43.5,617,7278
861,63070,2016-2017,Avondale School District,48.9,95.45,14,372,383,0,0.0,13.33,0.0,5.08,27796,20550,2462,116,3466,0,244,81497,1164,1132,1443,3454,5314,3272,41.3,38.7,43.5,617,7278
862,63070,2017-2018,Avondale School District,31.4,93.98,15,394,374,0,0.0,0.0,0.51,10.42,27796,20550,2462,116,3466,0,244,81497,1164,1132,1443,3454,5314,3272,41.3,38.7,43.5,617,7278
863,63070,2018-2019,Avondale School District,41.1,93.74,13,394,364,27,0.0,0.0,0.98,13.96,27796,20550,2462,116,3466,0,244,81497,1164,1132,1443,3454,5314,3272,41.3,38.7,43.5,617,7278
864,63070,2020-2021,Avondale School District,36.4,80.87,13,411,474,38,0.0,0.0,1.47,21.38,27796,20550,2462,116,3466,0,244,81497,1164,1132,1443,3454,5314,3272,41.3,38.7,43.5,617,7278
865,63090,2015-2016,Clarenceville School District,25.2,94.63,6,47,127,0,0.0,0.0,0.9,13.76,11881,9003,1974,104,445,0,41,42944,539,561,393,2129,1107,466,42.1,41.9,43.0,404,2956
866,63090,2016-2017,Clarenceville School District,30.8,93.99,5,45,119,0,0.0,0.0,0.0,12.95,11881,9003,1974,104,445,0,41,42944,539,561,393,2129,1107,466,42.1,41.9,43.0,404,2956
867,63090,2017-2018,Clarenceville School District,23.0,92.90,4,40,112,0,0.0,0.0,2.59,13.12,11881,9003,1974,104,445,0,41,42944,539,561,393,2129,1107,466,42.1,41.9,43.0,404,2956
868,63090,2018-2019,Clarenceville School District,23.8,92.48,4,40,104,10,0.0,0.0,3.45,18.75,11881,9003,1974,104,445,0,41,42944,539,561,393,2129,1107,466,42.1,41.9,43.0,404,2956
869,63090,2020-2021,Clarenceville School District,9.1,90.05,3,37,76,24,0.0,0.0,1.61,32.14,11881,9003,1974,104,445,0,41,42944,539,561,393,2129,1107,466,42.1,41.9,43.0,404,2956
870,63100,2015-2016,Novi Community School District,74.2,96.67,13,2544,998,0,0.0,0.0,0.23,13.29,34878,21027,2325,136,10146,30,471,101266,1730,2090,2480,2824,7715,5304,39.3,38.1,40.6,708,9386
